rank,Export country,Import country,Inquiry Criteria,Export amount (unit:$),Revenue share,Export Share,Item HS CODE,best_worst
393,turkey,korea,2019,1286668,0.618121599,0.108586192,710813,best
394,Peru,Swiss,2019,1260962,0.026623852,45.44267581,710813,best
395,turkey,Bulgaria,2019,1229886,10.60669082,0.10379417,710813,best
396,uk,Ireland,2019,1223941,1.583933184,0.011519505,710813,best
397,uk,USA,2019,1200553,0.352899732,0.011299381,710813,best
398,Hungary,Slovakia,2019,1199914,1.318815519,8.184187426,710813,best
399,China,USA,2019,1191857,0.350343564,0.637390282,710813,best
400,france,USA,2019,1187707,0.349123681,0.237254269,710813,best
401,Germany,catarrh,2019,1178004,1.53126645,0.08160192,710813,best
402,Philippine,Japan,2019,1164299,1.953917054,94.98921856,710813,best
403,australia,Canada,2019,1136108,0.244936732,0.007308423,710813,best
404,USA,Thailand,2019,1134132,0.66798295,0.009570716,710813,best
405,South Sudan,Uganda,2019,1112965,0.084816377,100,710813,best
406,China,france,2019,1100684,0.26734435,0.588632097,710813,best
407,australia,Czech Republic,2019,1090040,0.68944927,0.007012074,710813,best
408,france,Thailand,2019,1075562,0.633486294,0.21485238,710813,best
409,Austria,Norway,2019,1074744,30.29528448,0.600713922,710813,best
410,Singapore,Oman,2019,1054297,46.4027531,0.038544626,710813,best
411,Slovenian,Italy,2019,1053403,0.06622501,28.75028589,710813,best
412,Romania,france,2019,1047998,0.254547486,6.743995387,710813,best
413,Germany,Slovenian,2019,1045513,7.309372127,0.072424091,710813,best
414,Italy,Czech Republic,2019,1013133,0.640805665,0.154676906,710813,best
415,Singapore,Italy,2019,1010945,0.063555774,0.036959696,710813,best
416,USA,Israel,2019,991000,11.70696394,0.008362854,710813,best
417,Austria,Slovenian,2019,990274,6.923186201,0.553500535,710813,best
418,Latvia,Lithuania,2019,976711,14.93413809,23.83295015,710813,best
419,Swiss,Sweden,2019,969090,2.82795761,0.003172161,710813,best
420,Belgium,Luxembourg,2019,964028,1.650579972,1.066576681,710813,best
421,Czech Republic,Germany,2019,963214,0.084002857,3.920888433,710813,best
422,Swiss,Ireland,2019,955974,1.237150273,0.003129228,710813,best
423,Lebanon,Belgium,2019,951991,0.107160301,99.7619105,710813,best
424,Swiss,australia,2019,939613,3.232532533,0.003075673,710813,best
425,Italy,Hungary,2019,938147,2.912859985,0.143228653,710813,best
426,Swiss,"Virgin Islands, Young",2019,928662,99.12367965,0.003039826,710813,best
427,USA,Netherlands,2019,922039,6.400483528,0.007780905,710813,best
428,Finland,Swiss,2019,921119,0.019448434,1.178718045,710813,best
429,Germany,Greece,2019,918499,40.40667149,0.06362566,710813,best
430,Japan,USA,2019,914141,0.268709598,0.027206218,710813,best
431,Italy,Israel,2019,913000,10.78552783,0.139389414,710813,best
432,Republic of South Africa,Norway,2019,905009,25.51073103,0.008212844,710813,best
433,Malta,Italy,2019,901852,0.05669735,12.1665964,710813,best
434,USA,Spain,2019,882795,1.378556553,0.007449733,710813,best
435,france,Tunisia,2019,876243,90.62039138,0.175036766,710813,best
436,Japan,Vietnam,2019,867805,2.925260398,0.025827188,710813,best
437,brazil,Italy,2019,856610,0.05385309,0.049536353,710813,best
438,USA,Oman,2019,843010,37.10338253,0.007113995,710813,best
439,USA,australia,2019,838417,2.884389881,0.007075236,710813,best
440,Slovakia,Italy,2019,837499,0.052651625,2.468739821,710813,best
441,Canada,Italy,2019,836611,0.052595799,0.007189866,710813,best
442,Israel,Swiss,2019,815463,0.017217621,39.92713396,710813,best
443,Italy,turkey,2019,814251,0.371133253,0.12431322,710813,best
444,Romania,Swiss,2019,804377,0.016983552,5.176264437,710813,best
445,Israel,Germany,2019,802270,0.06996677,39.28117126,710813,best
446,Italy,Russian Federation,2019,792969,28.32968034,0.121064057,710813,best
447,USA,Costa Rica,2019,792364,59.66403196,0.006686604,710813,best
448,Papua New Guinea,australia,2019,791009,2.72129305,100,710813,best
449,Italy,Belgium,2019,773808,0.087103238,0.118138712,710813,best
450,Belgium,Germany,2019,767423,0.066927728,0.849057783,710813,best
451,Germany,Norway,2019,737401,20.78613425,0.051080758,710813,best
452,turkey,Malaysia,2019,728928,0.057025724,0.061516658,710813,best
453,Senegal,Italy,2019,726232,0.045656526,99.95691939,710813,best
454,Swiss,Greece,2019,717301,31.55555516,0.00234797,710813,best
455,australia,Poland,2019,716211,0.838574794,0.004607285,710813,best
456,Belgium,Singapore,2019,683055,0.007900036,0.755715119,710813,best
457,Austria,Hong Kong,2019,669460,0.018569994,0.374185799,710813,best
458,australia,USA,2019,657380,0.193235306,0.004228833,710813,best
459,Belgium,france,2019,651177,0.158163916,0.72044609,710813,best
460,Vietnam,Republic of South Africa,2019,641951,0.03570317,21.16719968,710813,best
461,Spain,Lithuania,2019,633422,9.68516953,0.067077323,710813,best
462,Austria,Serbia,2019,621906,7.668922764,0.347606121,710813,best
463,Vietnam,Malaysia,2019,621860,0.048649547,20.50473446,710813,best
464,brazil,france,2019,608307,0.147751253,0.035177397,710813,best
465,Sweden,Austria,2019,605866,0.142028282,8.918979355,710813,best
466,Singapore,brazil,2019,603919,5.765501087,0.022079008,710813,best
467,turkey,Italy,2019,581256,0.03654222,0.049054127,710813,best
468,Germany,turkey,2019,579299,0.26404281,0.04012882,710813,best
469,Germany,Russian Federation,2019,578884,20.68126077,0.040100073,710813,best
470,Austria,Italy,2019,578209,0.036350663,0.323182261,710813,best
471,Germany,Hong Kong,2019,577939,0.016031314,0.040034611,710813,best
472,Finland,Norway,2019,558234,15.73570807,0.714349057,710813,best
473,Chile,Arab Emirates,2019,549199,0.015382629,6.279382493,710813,best
474,Hong Kong,Thailand,2019,533582,0.314270013,0.014933531,710813,best
475,Japan,Costa Rica,2019,522953,39.37771593,0.015563872,710813,best
476,uk,Iceland,2019,519890,73.11046798,0.004893108,710813,best
477,france,India,2019,511038,0.005678134,0.102084055,710813,best
478,korea,france,2019,488820,0.118729141,0.124457753,710813,best
479,Guinea,Spain,2019,487947,0.761969126,0.193163193,710813,best
480,Swiss,Denmark,2019,487934,4.43243367,0.001597174,710813,best
481,Greece,Germany,2019,485095,0.042305621,9.775176679,710813,best
482,Hong Kong,Japan,2019,484106,0.812422728,0.01354883,710813,best
483,India,Malaysia,2019,482568,0.037752411,0.04313409,710813,best
484,Italy,Greece,2019,479977,21.11518136,0.073278984,710813,best
485,Swiss,Spain,2019,477239,0.745247709,0.001562165,710813,best
486,Spain,Belgium,2019,474155,0.053372976,0.050211467,710813,best
487,Bulgaria,Croatia,2019,471119,3.519192646,12.00997775,710813,best
488,Germany,Mexico,2019,466516,1.022344059,0.03231619,710813,best
489,USA,Russian Federation,2019,456540,16.31038825,0.003852651,710813,best
490,India,Jordan,2019,456536,0.711398361,0.040807233,710813,best
491,Poland,france,2019,443266,0.107664562,0.599234424,710813,best
492,Belgium,Canada,2019,439495,0.094751968,0.486246373,710813,best
493,Liberia,korea,2019,437681,0.210264093,100,710813,best
494,Andora,Spain,2019,434562,0.678604085,91.39918604,710813,best
495,Cyprus,Belgium,2019,432219,0.048652475,99.87037294,710813,best
496,Pakistan,Arab Emirates,2019,431100,0.01207477,98.74999141,710813,best
497,Czech Republic,Austria,2019,426873,0.100068396,1.737642318,710813,best
498,Canada,Ireland,2019,404849,0.52392539,0.003479287,710813,best
499,Israel,Italy,2019,397369,0.02498167,19.45619273,710813,best
500,Swiss,korea,2019,394798,0.18966289,0.001292308,710813,best
501,brazil,USA,2019,394658,0.116008791,0.022822426,710813,best
502,Arab Emirates,australia,2019,388794,1.337560521,0.028647941,710813,best
503,Kazakhstan,Russian Federation,2019,386988,13.82556737,12.7063992,710813,best
504,Germany,Japan,2019,385255,0.646531788,0.026687132,710813,best
505,Germany,Serbia,2019,372449,4.592788323,0.025800043,710813,best
506,Armenia,Arab Emirates,2019,371107,0.010394413,0.172343319,710813,best
507,Argentina,Swiss,2019,369397,0.007799419,8.223227489,710813,best
508,france,Hong Kong,2019,365420,0.0101363,0.072995659,710813,best
509,Italy,brazil,2019,361974,3.455697685,0.055263246,710813,best
510,Canada,Sweden,2019,360422,1.051768296,0.00309748,710813,best
511,Egypt,turkey,2019,354427,0.161546803,100,710813,best
512,Mexico,france,2019,349751,0.084950771,0.023784449,710813,best
513,Germany,Spain,2019,344825,0.538472424,0.023886491,710813,best
514,USA,Panama,2019,341857,79.16691754,0.002884864,710813,best
515,Austria,New Zealand,2019,338916,1.200666503,0.189432609,710813,best
516,Poland,Belgium,2019,338369,0.038088305,0.457428165,710813,best
517,Swiss,Bulgaria,2019,325707,2.80893794,0.00106615,710813,best
518,USA,Philippine,2019,324573,0.643138227,0.002739008,710813,best
519,Austria,Finland,2019,324398,3.07010724,0.181317965,710813,best
520,Austria,Lithuania,2019,320546,4.901222806,0.179164941,710813,best
521,Arab Emirates,Oman,2019,315006,13.86435287,0.023210938,710813,best
522,Singapore,Sweden,2019,312316,0.911387393,0.011418133,710813,best
523,Belgium,Italy,2019,306463,0.01926662,0.339063066,710813,best
524,USA,Lebanon,2019,304138,10.80626863,0.002566561,710813,best
525,Republic of South Africa,Swiss,2019,302841,0.006394161,0.002748244,710813,best
526,Singapore,Japan,2019,295735,0.496300057,0.010811939,710813,best
527,Swiss,Romania,2019,293204,1.473316304,0.000959756,710813,best
528,Arab Emirates,Swiss,2019,291601,0.00615684,0.021486361,710813,best
529,China,Thailand,2019,290346,0.17100847,0.155273425,710813,best
530,Italy,Bahrain,2019,283779,85.56916146,0.04332507,710813,best
531,Malaysia,Vietnam,2019,282268,0.951489565,0.119098809,710813,best
532,Swiss,Hong Kong,2019,282195,0.007827741,0.00092372,710813,best
533,uk,Netherlands,2019,281021,1.950752931,0.002644917,710813,best
534,India,australia,2019,279337,0.960997709,0.024968392,710813,best
535,Germany,Sweden,2019,278907,0.813894657,0.019320263,710813,best
536,Canada,Trinidadi Tobago,2019,274615,94.09682603,0.002360051,710813,best
537,USA,turkey,2019,270493,0.123289928,0.002282637,710813,best
538,australia,australia,2019,267749,0.921131735,0.001722392,710813,best
539,China,australia,2019,266887,0.918166213,0.142727844,710813,best
540,uk,Malaysia,2019,261171,0.020432012,0.002458093,710813,best
541,Spain,Portugal,2019,256138,0.567220557,0.027124178,710813,best
542,USA,brazil,2019,255048,2.434895278,0.0021523,710813,best
543,Italy,Cuba,2019,253689,100,0.038731173,710813,best
544,Italy,Netherlands,2019,253342,1.758614655,0.038678196,710813,best
545,Congo Democratic Republic,USA,2019,251325,0.073876393,0.587075015,710813,best
546,Austria,Belgium,2019,249476,0.028082118,0.139441305,710813,best
547,Japan,Russian Federation,2019,249465,8.912408564,0.007424455,710813,best
548,Quiraso,USA,2019,249082,0.073217068,95.16826629,710813,best
549,Arab Emirates,Sweden,2019,245603,0.716708327,0.018097039,710813,best
550,Albania,Italy,2019,245464,0.015431754,100,710813,best
551,Columbia,france,2019,243045,0.059033026,0.202140343,710813,best
552,Nigeria,Niger,2019,234241,99.86655525,93.96966378,710813,best
553,france,Netherlands,2019,233487,1.620787947,0.046640954,710813,best
554,Austria,Netherlands,2019,230104,1.597304303,0.128613583,710813,best
555,USA,Sweden,2019,230061,0.671354318,0.001941439,710813,best
556,China,Czech Republic,2019,228276,0.144384354,0.122079162,710813,best
557,Belgium,Cyprus,2019,220208,10.03127256,0.243632672,710813,best
558,Thailand,Germany,2019,210026,0.018316578,0.056875188,710813,best
559,uk,Spain,2019,205279,0.320559938,0.001932048,710813,best
560,Germany,Finland,2019,204386,1.934311982,0.014158093,710813,best
561,Italy,Mexico,2019,200119,0.43854974,0.030552541,710813,best
562,Other country,Ireland,2019,198553,0.256952488,0.084391137,710813,best
563,USA,Laos,2019,198372,4.421658396,0.001674022,710813,best
564,USA,Bolivia,2019,196984,53.19047246,0.001662309,710813,best
565,India,Singapore,2019,195174,0.002257332,0.017445526,710813,best
566,Netherlands,Slovakia,2019,192981,0.212103815,0.182101329,710813,best
567,turkey,Spain,2019,189439,0.295824483,0.015987387,710813,best
568,Arab Emirates,Maldive Islands,2019,188520,100,0.013890929,710813,best
569,Austria,france,2019,187079,0.045439485,0.104565329,710813,best
570,australia,Sweden,2019,186607,0.544548686,0.001200417,710813,best
571,Austria,Singapore,2019,184912,0.002138644,0.103354113,710813,best
572,Japan,Indonesia,2019,184858,0.964369284,0.005501653,710813,best
573,Eswatini,Republic of South Africa,2019,184507,0.010261663,0.711343595,710813,best
574,Belarus,Russian Federation,2019,184414,6.588390808,100,710813,best
575,Hong Kong,USA,2019,180750,0.053131038,0.005058708,710813,best
576,Eswatini,Singapore,2019,177872,0.002057221,0.685763185,710813,best
577,Japan,Mexico,2019,175235,0.384017828,0.005215258,710813,best
578,Italy,Malaysia,2019,175214,0.013707397,0.026750248,710813,best
579,france,Singapore,2019,174465,0.002017817,0.034850823,710813,best
580,Japan,Portugal,2019,174363,0.386128875,0.005189306,710813,best
581,Belgium,uk,2019,172951,0.000243794,0.191348699,710813,best
582,Italy,Bolivia,2019,172760,46.64940311,0.026375592,710813,best
583,Japan,Netherlands,2019,172249,1.19569442,0.005126391,710813,best
584,USA,Hungary,2019,172099,0.534351536,0.00145231,710813,best
585,Malaysia,Swiss,2019,171782,0.003626992,0.072480875,710813,best
586,Ghana,Thailand,2019,170518,0.100431975,0.002876263,710813,best
587,Singapore,Poland,2019,169950,0.198985755,0.006213296,710813,best
588,Japan,Czech Republic,2019,169942,0.107488154,0.005057731,710813,best
589,france,uk,2019,169027,0.000238263,0.033764537,710813,best
590,Hong Kong,Swiss,2019,167294,0.003532232,0.004682111,710813,best
591,Italy,Slovakia,2019,165410,0.181800758,0.025253453,710813,best
592,Brunei,Singapore,2019,164032,0.001897151,99.72883912,710813,best
593,Sweden,Italy,2019,161782,0.01017086,2.381599756,710813,best
594,Austria,Albania,2019,160096,99.83163513,0.089483538,710813,best
595,Ghana,korea,2019,153000,0.073501948,0.002580773,710813,best
596,australia,Austria,2019,150299,0.035233383,0.000966852,710813,best
597,Thailand,USA,2019,148890,0.043765866,0.040319517,710813,best
598,Ghana,Italy,2019,148323,0.009324724,0.002501882,710813,best
599,New Zealand,Thailand,2019,147297,0.086755232,1.202184445,710813,best
600,Burkina Faso,Italy,2019,147275,0.009258839,0.006280639,710813,best
601,Norway,Netherlands,2019,141336,0.981106808,0.46880148,710813,best
602,Indonesia,Malaysia,2019,138941,0.010869676,0.013594976,710813,best
603,Canada,australia,2019,138870,0.47775179,0.001193454,710813,best
604,New Zealand,Malaysia,2019,137512,0.010757882,1.122322841,710813,best
605,Italy,Canada,2019,137497,0.029643367,0.020991924,710813,best
606,Italy,Thailand,2019,137182,0.080797682,0.020943832,710813,best
607,france,Polynesia (p),2019,134653,93.35926396,0.026898047,710813,best
608,Other country,Croatia,2019,130459,0.974510375,0.055449091,710813,best
609,Hong Kong,Germany,2019,129484,0.011292429,0.00362391,710813,best
610,Germany,Estonia,2019,129165,63.6227508,0.008947433,710813,best
611,Germany,Canada,2019,128504,0.02770454,0.008901645,710813,best
612,australia,Macau,2019,127625,1.319934417,0.000820994,710813,best
613,Italy,Singapore,2019,126977,0.001468583,0.019385816,710813,best
614,Estonia,france,2019,126527,0.030732053,5.490863027,710813,best
615,Republic of South Africa,Ireland,2019,125666,0.162627567,0.001140403,710813,best
616,Ghana,Portugal,2019,125289,0.277453936,0.002113349,710813,best
617,Singapore,Hungary,2019,125083,0.388371189,0.004572978,710813,best
618,catarrh,Nepal,2019,123532,0.053001284,98.04282608,710813,best
619,australia,Swiss,2019,122036,0.002576658,0.00078504,710813,best
620,Estonia,Finland,2019,120314,1.13865339,5.2212389,710813,best
621,australia,Laos,2019,118404,2.639193237,0.000761676,710813,best
622,USA,Portugal,2019,117283,0.259724557,0.000989728,710813,best
623,Greece,USA,2019,117276,0.034473005,2.363235284,710813,best
624,Thailand,Japan,2019,115657,0.194094631,0.031319997,710813,best
625,Italy,Poland,2019,114518,0.134083264,0.017483677,710813,best
626,Singapore,Canada,2019,114399,0.024663603,0.004182376,710813,best
627,Japan,India,2019,112435,0.001249263,0.003346236,710813,best
628,Arab Emirates,Greece,2019,111236,4.893501799,0.008196326,710813,best
629,Arab Emirates,Ghana,2019,108911,95.16615258,0.00802501,710813,best
630,China,Netherlands,2019,105985,0.735712098,0.056679458,710813,best
631,Other country,China,2019,105619,0.000804087,0.044891326,710813,best
632,Germany,Saudi Arabia,2019,104956,38.12658246,0.007270443,710813,best
633,Denmark,Germany,2019,104777,0.009137707,32.79805673,710813,best
634,korea,Germany,2019,103897,0.009060961,0.026453065,710813,best
635,Hungary,Belgium,2019,103892,0.011694541,0.70861045,710813,best
636,Swiss,Armenia,2019,103621,5.153127777,0.000339187,710813,best
637,USA,Vietnam,2019,102656,0.346040333,0.000866294,710813,best
638,Burkina Faso,turkey,2019,102329,0.046641263,0.004363888,710813,best
639,Vietnam,korea,2019,102240,0.049116596,3.371183307,710813,best
640,Italy,catarrh,2019,101182,0.131524682,0.015447645,710813,best
641,Ireland,uk,2019,101168,0.000142608,94.06076834,710813,best
642,New Zealand,Singapore,2019,100072,0.001157407,0.816751202,710813,best
643,turkey,Ukraine,2019,98379,0.461114219,0.008302531,710813,best
